advertiser_id_from_network,advertiser_campaign_id_from_network,ringpool_id_from_network,name,pool_type,destination_type,lifetime_seconds,max_pool_size,param1,param2,param3,param4,param5,param6,param7,param8,param9,param10
rr_1168403538,LON-AG1,LON-AG1,8D,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,MAR-AG1,MAR-AG1,4C,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,MAR-AG2,MAR-AG2,7A,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,MIL-AG1,MIL-AG1,4E,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,MIS-AG1,MIS-AG1,6B,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,MIS-AG2,MIS-AG2,5F,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,MIS-AG3,MIS-AG3,4F,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,MNC-AG1,MNC-AG1,E5,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,MNC-AG2,MNC-AG2,E8,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,MNT-AG4,MNT-AG4,C4,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,MNT-AG2,MNT-AG2,A8,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,NEW-AG1,NEW-AG1,3C,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,NIA-AG1,NIA-AG1,5D,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,NOR-AG1,NOR-AG1,2D,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,OAK-AG1,OAK-AG1,5C,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,OTT-AG1,OTT-AG1,1C,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,OTT-AG2,OTT-AG2,1F,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,PET-AG1,PET-AG1,7C,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,PIC-AG1,PIC-AG1,4B,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,GAT-AG1,GAT-AG1,C1,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,FRE-AG1,FRE-AG1,E9,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,BRS-AG1,BRS-AG1,B4,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,QUE-AG1,QUE-AG1,B7,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,RED-AG1,RED-AG1,D5,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,RIC-AG1,RIC-AG1,3A,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,MNT-AG3,MNT-AG3,B6,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,STL-AG1,STL-AG1,B8,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,CAL-AG2,CAL-AG2,D6,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,SAR-AG1,SAR-AG1,D0,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,SAU-AG1,SAU-AG1,2C,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,SCA-AG1,SCA-AG1,7F,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,SHE-AG1,SHE-AG1,D7,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,EDM-AG4,EDM-AG4,E3,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,CAL-AG5,CAL-AG5,D4,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,EDM-AG5,EDM-AG5,E1,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,STC-AG1,STC-AG1,6D,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,HAM-AG2,HAM-AG2,6A,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,SUD-AG1,SUD-AG1,2A,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,SUD-AG2,SUD-AG2,2A,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,LON-AG2,LON-AG2,9D,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,TEC-AG1,TEC-AG1,8E,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,THO-AG1,THO-AG1,3B,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,THU-AG1,THU-AG1,2B,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,TIM-AG1,TIM-AG1,A1,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,TOR-AG2,TOR-AG2,5B,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,TOR-AG3,TOR-AG3,8B,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,TOR-AG4,TOR-AG4,8A,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,TOR-AG5,TOR-AG5,6C,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,VAU-AG1,VAU-AG1,3D,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,WIN-AG1,WIN-AG1,9A,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,WTD-AG1,WTD-AG1,3E,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,WTL-AG1,WTL-AG1,9E,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,OTT-AG4,OTT-AG4,1E,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,STJ-AG1,STJ-AG1,E0,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,LON-AG3,LON-AG3,B0,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,WHI-AG1,WHI-AG1,6E,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,KIT-AG1,KIT-AG1,9F,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,WIN-AG2,WIN-AG2,8F,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,AIR-TFN,AIR-TFN,C8,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,AJA-TFN,AJA-TFN,7B,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,BAR-TFN,BAR-TFN,3F,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,BEL-TFN,BEL-TFN,7E,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,BOI-TFN,BOI-TFN,A4,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,BOU-TFN,BOU-TFN,B2,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,BRM-TFN,BRM-TFN,4A,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,BRN-TFN,BRN-TFN,9B,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,BRC-TFN,BRC-TFN,2E,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,BRS-TFN,BRS-TFN,B4,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,BUR-TFN,BUR-TFN,4D,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,CAL-TFN,CAL-TFN,D6,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,CAM-TFN,CAM-TFN,A0,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,COR-TFN,COR-TFN,1D,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,COU-TFN,COU-TFN,6F,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,DAR-TFN,DAR-TFN,E7,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,EDM-TFN,EDM-TFN,E4,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,FRE-TFN,FRE-TFN,E9,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,GAT-TFN,GAT-TFN,C1,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,GUE-TFN,GUE-TFN,C0,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,HAL-TFN,HAL-TFN,E6,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,HAM-TFN,HAM-TFN,5A,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,KIN-TFN,KIN-TFN,7D,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,KIT-TFN,KIT-TFN,9F,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,LAV-TFN,LAV-TFN,A2,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,LET-TFN,LET-TFN,D1,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,LON-TFN,LON-TFN,8D,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,MAR-TFN,MAR-TFN,4C,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,MIL-TFN,MIL-TFN,4E,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,MIS-TFN,MIS-TFN,4F,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,MNC-TFN,MNC-TFN,E5,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,MNT-TFN,MNT-TFN,A3,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,NEW-TFN,NEW-TFN,3C,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,NIA- TFN,NIA- TFN,5D,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,NOR-TFN,NOR-TFN,2D,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,OAK-TFN,OAK-TFN,5C,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,OTT-TFN,OTT-TFN,1B,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,PET-TFN,PET-TFN,7C,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,PIC-TFN,PIC-TFN,4B,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,QUE-TFN,QUE-TFN,B7,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,RED-TFN,RED-TFN,D5,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,RIC- TFN,RIC- TFN,3A,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,STJ- TFN,STJ- TFN,E0,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,STL- TFN,STL- TFN,B8,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,SAR-TFN,SAR-TFN,D0,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,SAU-TFN,SAU-TFN,2C,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,SCA-TFN,SCA-TFN,7F,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,SHE-TFN,SHE-TFN,D7,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,STA- TFN,STA- TFN,E1,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,STC- TFN,STC- TFN,6D,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,SUD-TFN,SUD-TFN,2A,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,TEC-TFN,TEC-TFN,8E,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,THO-TFN,THO-TFN,3B,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,THU-TFN,THU-TFN,2B,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,TIM-TFN,TIM-TFN,A1,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,TOR-TFN,TOR-TFN,5B,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,VAU-TFN,VAU-TFN,3D,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,WTD-TFN,WTD-TFN,3E,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,WTL-TFN,WTL-TFN,9E,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,WHI-TFN,WHI-TFN,6E,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,WIN-TFN,WIN-TFN,8F,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,MNT-AG1-FR,MNT-AG1-FR,A3,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,BOU-AG1-FR,BOU-AG1-FR,B2,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,BOI-AG1-FR,BOI-AG1-FR,A4,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,LAV-AG1-FR,LAV-AG1-FR,A2,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,GAT-AG1-FR,GAT-AG1-FR,C1,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,BRS-AG1-FR,BRS-AG1-FR,B4,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,QUE-AG1-FR,QUE-AG1-FR,B7,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,BOI-TFN-FR,BOI-TFN-FR,A4,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,BOU-TFN-FR,BOU-TFN-FR,B2,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,BRS-TFN-FR,BRS-TFN-FR,B4,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,GAT-TFN-FR,GAT-TFN-FR,C1,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,LAV-TFN-FR,LAV-TFN-FR,A2,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,MNC-TFN-FR,MNC-TFN-FR,E5,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,QUE-TFN-FR,QUE-TFN-FR,B7,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
rr_1168403538,STL- TFN-FR,STL- TFN-FR,B8,Custom,Advertiser,900,20,keninvocaid,keyword,competitor,engine,device,test_phase,fsa,kclickid,city,creative
